gene_id	gene_name	SRR1576457	SRR1576458	SRR1576459	SRR1576460	SRR1576461	SRR1576462	SRR1576463	SRR1576464	SRR1576465	SRR1576514	SRR1576515	SRR1576516
FBti0059666	HB{}1605	21.284	8.262	26.571	15.685	12.948	19.57	33.942	23.015	36.158	24.831	16.337	6.314
FBti0059667	X{}1606	15.007	14.522	11	6.406	13	5.162	16.742	16	13	11.379	9.278	4.993
FBti0059668	Cr1a{}1607	57	34	52	61	46	73	67	73	60	44.99	31	25
FBti0059669	G2{}1608	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059670	G2{}1609	0	0	2	0	0	1	0	1	2	0	0	1
FBti0059671	mdg1{}1610	0	2.699	0	0	1.248	1.277	0	1.348	0	0	0	0
FBti0059672	mdg1{}1611	0	2.863	0	4.642	1.608	1.76	0	0	7.319	8.984	5.342	4.065
FBti0059673	H{}1612	0	1	1	0	0	0	1	1	2	1	0	0
FBti0059674	FB{}rdgA[FB.1613]	0	0	0	5.263	4.514	1.923	3.394	3.344	1.071	3.077	0	0
FBti0059675	baggins{}1614	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059676	baggins{}1615	0	0	0	0	0	2	1	0	0	0	0	0
FBti0059677	Rt1c{}1616	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059678	1360{}1617	10.336	2.276	4.528	7.793	14.886	14.803	24.474	10.339	4.091	12.734	4.286	5.65
FBti0059679	1360{}1618	0	0	0	0	0	0	0	0	9.848	0	0	0
FBti0059680	1360{}1619	0	0	0	0	3.277	3.364	0	2.51	4.286	0	0	0
FBti0059681	1360{}1620	0	3.416	0	1.342	0	0	0	0	0	0	0	0
FBti0059682	Cr1a{}1621	24	17	27	23	17	20	17	41	29	21.656	15	12
FBti0059683	Cr1a{}1622	2	1	1	0	0	1	3	2	0	0	1	0
FBti0059684	S{}1623	9	7	11	29	28	36	15	17	18	30	25	23
FBti0059685	1360{}1624	2.313	3.272	4.005	4.173	6.454	2.39	3.538	11.21	10.585	4.787	4.987	4.144
FBti0059686	1360{}1625	0	0	0	0	0	0	2.407	0	0	0	0	0
FBti0059687	FB{}rdgA[FB.1626]	5.744	5.622	14.509	15.515	4.831	11.214	110.367	102.946	119.075	93.742	71.637	46.464
FBti0059688	1360{}1627	0	2.24	8.171	5.239	0	0	6.646	4.765	11.806	10.914	9.982	4.362
FBti0059689	1360{}1628	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059690	X{}1629	0	0	0	0	0	13.605	0	0	0	0	0	0
FBti0059691	jockey{}1630	5.042	9.246	26.502	21.628	9.32	16.348	20.031	9.402	16.332	10.571	0	15.114
FBti0059692	roo{}1631	1.079	2.046	0	1.115	1.204	1.206	3.332	5.957	4.104	3.662	1.349	0
FBti0059693	diver2{}1632	0	0	0	0	0	0	7.027	0	0	0	2.096	0
FBti0059694	Tc1{}1633	4.833	1.317	5.384	2.1	3.421	1.726	0	1.773	0	1.524	0	0
FBti0059695	Rt1c{}1634	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059696	FB{}kek5-FB-NOF	0	3.396	0	3.072	1.193	2.749	1.479	0	4.165	5.059	1.867	0.937
FBti0059697	mdg1{}1636	34.951	10.69	26.899	60.477	38.484	58.327	44.88	45.738	33.598	61.849	55.264	25.552
FBti0059698	Stalker2{}1637	27.634	0	26.945	24.471	23.048	40.26	19.608	8.154	5.69	7.458	6.004	2.554
FBti0059699	S{}1638	7.745	9.173	2.15	1.812	7.136	3.147	17.847	8.96	8.606	12.645	15.015	14.688
FBti0059700	invader4{}1639	0	0	1.096	0	0	0	1	2	0	0	0	0
FBti0059701	G2{}1640	3	1	0	3.586	1	1.189	5	0	5	2	1	2.163
FBti0059702	invader3{}1641	0	0	0	0	0	0	0	11.475	0	0	0	0
FBti0059703	mdg3{}1642	0	0	34.52	0	0	0	0	0	0	0	21.184	0
FBti0059704	GATE{}1643	42.874	30.273	40.989	68.597	51.405	73.624	27.444	67.032	58.322	58.418	36.821	20.994
FBti0059705	invader5{}1644	4.092	2.077	6.2	3.062	0	2.041	1.063	4.934	6.338	3.845	2.093	1.029
FBti0059706	297{}1645	1.716	0	8.536	6.269	17.463	4.502	3.962	3.761	0	6.322	6.271	0
FBti0059707	297{}1646	38.162	38.128	57.201	8.429	20.088	0	76.747	52.907	38.084	0	0	20.225
FBti0059708	S{}1647	3.392	0	2.445	0	0	0	3.928	23.956	8.621	0	0	0
FBti0059709	FB{}CG17600-FB-NOF	1.904	0	6.572	0	2.204	1.937	0	0	3.711	0	0	3.084
FBti0059710	roo{}1649	0	3.24	3.666	0	5.115	5.053	3.519	2.906	5.675	5.497	0	0
FBti0059711	Rt1b{}1650	0	0	0	0	1	0	0	1.016	0	1.01	0	0
FBti0059712	mariner2{}1651	0	0	0	0	0	2	0	1	0	0	0	0
FBti0059713	Doc{}1652	17.785	1.495	2.986	7.341	8.719	10.518	15.38	15.796	6.446	9.716	4.254	13.476
FBti0059714	roo{}1653	11.595	7.452	7.67	12.675	8.735	17.387	15.958	8.388	18.517	11.407	6.735	1.348
FBti0059715	Quasimodo{}1654	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059716	Quasimodo{}1655	43.008	26.72	36.542	26.446	43.771	39.363	27.233	23.214	31.581	31.817	31.095	24.845
FBti0059717	invader1{}1656	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059718	invader1{}1657	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059719	invader1{}1658	1	0	0	0	0	0	0	0	0	0	0	0
FBti0059720	Dm88{}1659	3.371	3	0	1.701	3.132	1.488	0	0	0	1	0	0
FBti0059721	Dm88{}1660	0	0	0	0	1	0	0	1	1	0	1	1
FBti0059722	Dm88{}1661	0	0	1	0	0	0	1	0	1	0	1	3
FBti0059723	Dm88{}1662	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059724	Dm88{}1663	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059725	Dm88{}1664	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059726	roo{}1665	28.027	21.328	27.26	30.959	30.776	43.631	22.423	11.032	19.305	16.461	20.485	11.035
FBti0059727	Rt1b{}1666	14.625	16.811	22.268	21.565	10.438	21.711	36.037	44.694	45.074	23.351	23.961	13.908
FBti0059728	I{}1667	31.991	36.39	29.334	32.085	26.099	28.619	27.234	34.585	39.178	29.467	27.035	22.55
FBti0059729	roo{}1668	0	0	0	0	4.967	0	0	0	0	0	0	0
FBti0059730	invader4{}1669	38	24	27	33	39	38	36	41	34	16	17	15
FBti0059731	roo{}1670	25.706	16.883	33.605	28.737	22.635	30.599	25.025	33.944	22.68	15.87	27.089	10.96
FBti0059732	H{}1671	19.177	44.238	0	31.029	29.985	32.459	40.427	54.1	50.418	50.63	26.41	41.007
FBti0059733	GATE{}1672	19.179	14.29	18.353	43.68	56.949	56.423	16.869	16.35	26.785	25.97	26.823	24.074
FBti0059734	Stalker2{}1673	0	25.738	58.077	0	0	0	27.863	116.107	77.198	0	30.802	0
FBti0059735	Doc{}1674	12.996	8.174	9.33	7.475	13.736	9.781	20.679	25.684	31.223	10.11	6.259	20.342
FBti0059736	FB{}Pka-R1-FB-NOF	6.461	2.486	8.912	13.391	10.541	10.699	6.91	12.041	10.114	2.522	6.912	6.949
FBti0059737	roo{}1676	12.045	14.122	17.16	6.332	22.444	17.169	3.74	29.85	19.979	19.378	3.917	30.098
FBti0059738	I{}1677	3	0	2	0	0	0	1	3	3	3	5	4.005
FBti0059739	mdg1{}1678	88.577	51.185	32.359	32.241	21.389	101.293	0	3.31	11.052	16.144	11.779	0
FBti0059740	looper1{}1679	1	0	1	1	1	1	3	2	0	8	2	0
FBti0059741	Cr1a{}1680	0	0	1.442	0	0	1.125	0	0	1.151	1.266	0	1.004
FBti0059742	Cr1a{}1681	1.139	0	1.237	2.009	3	4.218	0	0	1.074	2.27	1	0
FBti0059743	jockey2{}pho[1682]	31	21.478	25.85	23.913	19.596	21.74	41.829	26.806	21.125	21.518	18.827	19.905
FBti0059744	mdg3{}1683	124.909	127.789	155.207	81.094	93.771	157.607	50.07	54.124	70.945	53.696	29.437	46.943
FBti0059745	copia{}1684	206.554	121.865	172.339	194.541	226.831	133.472	292.698	420.842	346.725	497.043	304.43	308.714
FBti0059746	HeT-A{}1685	14.156	15.59	24.913	13.938	14.396	8.085	14.842	15.689	18.77	13.076	14.479	5.787
FBti0059747	gtwin{}1686	84.614	61.379	116.098	84.266	66.165	51.693	121.877	78.164	79.923	0	42.572	43.27
FBti0059748	invader3{}1687	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059749	transib2{}1688	0	0	0.904	0	0	0	0	0	0	0	0	0
FBti0059750	Dm88{}1689	0	0	0	0	0	0	0	1.655	0	0	1	0
FBti0059751	Dm88{}1690	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059752	Dm88{}1691	0	0	0	0.966	0.934	1.512	4	0.673	0	0	0.5	2
FBti0059753	Dm88{}1692	0	0	0	1.724	0	0	0	0	0	0	0	0
FBti0059754	Dm88{}1693	4.209	0	0	0	0	0	0	0	0	0	2.235	0
FBti0059755	Dm88{}1694	0	0	0	0.966	0.934	0	0	0.673	0	0	0.5	0
FBti0059756	Dm88{}1695	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059757	Dm88{}1696	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059759	FB{}1698	4.465	3.585	0	15.984	7.433	9.382	6.687	11.783	2.636	8.509	9.424	7.11
FBti0059760	gypsy3{}1699	4	0	2	0	0	0	3	0	0	1	1	2
FBti0059761	Cr1a{}1700	3.052	5.175	4.711	3.957	3.621	3.501	5.002	3.504	5.918	4.532	4.966	2.683
FBti0059762	roo{}1701	3.274	3.869	5.535	2.028	15.06	12.238	2.129	3.14	5.895	4.75	7.78	1.222
FBti0059763	Idefix{}1702	22.841	15.856	35.411	56.231	46.633	65.432	58.753	78.285	41.32	77.511	108.136	81.848
FBti0059764	Cr1a{}1703	15.253	10.468	28.506	27.625	17.057	36.957	19.8	25.974	23.374	30.067	21.823	21.521
FBti0059765	Ivk{}1704	68.925	51.047	52.202	46.043	37.069	53.486	302.384	341.199	360.786	513.878	550.531	503.875
FBti0059766	transib3{}1705	1	0	1	3	3.035	6	3	0	1	0	0	2
FBti0059767	roo{}1706	3.87	1.67	8.534	2.131	6.877	8.155	0	0	3.617	6.73	10.424	0
FBti0059768	roo{}1707	16.873	9.318	19.551	12.24	16.475	33.223	37.399	25.111	37.365	24.921	20.904	23.558
FBti0059769	roo{}1708	9.32	17.434	22.556	36.939	16.328	41.002	15.08	17.492	16.842	10.661	14.414	14.414
FBti0059770	F{}1709	10.014	5.724	8.356	6.934	8.13	2.176	15.333	11.199	6.676	11.607	3.568	14.62
FBti0059771	S2{}1710	0	0	1	2	0	0	0	3	0	0	0	0
FBti0059772	jockey2{}1711	0	3	2	1.007	2	4.21	2.004	3.002	7	4	0	4.161
FBti0059773	FB{}nmo-FB-NOF	2.463	5.502	2.241	6.936	5.36	6.339	5.163	2.568	1.282	7.911	2.356	6.427
FBti0059774	GATE{}1713	0	0	14.932	0	10.301	19.341	8.717	0	0	0	11.286	6.416
FBti0059775	invader3{}1714	0	9.376	0	0	0	0	0	22.365	7.019	5.561	20.415	13.484
FBti0059776	diver2{}1715	3.008	0	1	0	0	0	5.086	1.089	7.413	1	1	0
FBti0059777	roo{}1716	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059778	transib1{}1717	49.189	14.673	5.074	37.934	36.37	41.342	41.727	32.275	26.827	45.24	14.886	31.193
FBti0059779	1360{}1718	2.955	2.786	4.758	0	0	1.531	1.103	1.338	8.211	5.568	2.331	3.628
FBti0059780	diver2{}1719	0	0	0	2	0	0	0	0	0	0	0	0
FBti0059781	mdg1{}1720	22.422	18.958	20.046	12.617	21.03	40.02	9.615	47.704	14.935	27.318	20.219	11.967
FBti0059782	297{}1721	18.291	7.339	23.882	5.825	8.128	6.528	37.152	36.037	49.511	4.234	10.661	5.861
FBti0059783	INE-1{}1722	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059784	INE-1{}1723	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059785	INE-1{}1724	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059786	INE-1{}1725	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059787	INE-1{}1726	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059788	1360{}1727	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059789	INE-1{}1728	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059790	1360{}1729	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059791	Tc1-2{}1730	0	5	0	1	3	3	2	1	1	3	0	2
FBti0059793	H{}1732	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059794	Doc{}1733	15.011	10.694	15.732	11.735	13.985	18.382	20.616	23.804	13.614	12.337	9.788	9.411
FBti0059795	1360{}1734	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059796	H{}1735	18	14	19	18	15	14	18	15	14	19	10	10
FBti0059797	X{}1736	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059798	H{}1737	13	13	16	8	10	13	4	11	19	12	11	5
FBti0059799	H{}1738	1	0	1	0	0	1	0	1	0	2	0	2
FBti0059801	G5A{}1740	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059802	INE-1{}1741	0	0	0	0	0	0	2	0	1	0	0	0
FBti0059803	gtwin{}1742	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059804	INE-1{}1743	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059805	INE-1{}1744	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059807	INE-1{}1746	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059809	INE-1{}1748	2	1	0	3	3	2	1	2	3	0	2	0
FBti0059810	INE-1{}1749	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059811	INE-1{}1750	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059812	INE-1{}1751	1	0	0	0	0	0	0	1	0	0	0	0
FBti0059813	INE-1{}1752	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059814	INE-1{}1753	4	0	4	2	5	5	6	18	9	2	3	3
FBti0059815	INE-1{}1754	0	0	1	1	0	1	0	1	0	0	0	0
FBti0059816	INE-1{}1755	1	1	2	2	0	4	0	1	0	0	1	2
FBti0059817	INE-1{}1756	1.008	1.001	1.004	3.038	2.003	1.011	3.015	0	2.063	3.097	6.104	1.186
FBti0059818	INE-1{}1757	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059819	INE-1{}1758	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059820	transib2{}1759	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059821	INE-1{}1760	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059824	INE-1{}1763	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059825	INE-1{}1764	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059826	INE-1{}1765	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059827	INE-1{}1766	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059830	roo{}1769	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059831	F{}1770	0	0	3.31	0	4.002	0	4.393	1.172	3.541	0	0	1.031
FBti0059832	INE-1{}1771	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059833	F{}1772	0	0	0	0	0	0.986	1.727	0	0	0	0	0
FBti0059835	INE-1{}1774	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059836	G{}1775	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059837	G{}1776	5	3	4	5	0	3	3	1	0	1	0	3
FBti0059838	G5{}1777	1	0	0	2	3	3	0	0	2	1	1	2
FBti0059840	Tc1-2{}1779	0	0	0	0	0	0	0	1.837	0	0	0	0
FBti0059841	gtwin{}1780	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059843	invader3{}1782	0	0	0	0	0	0	0	0	0	1	0	0
FBti0059844	INE-1{}1783	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059845	invader4{}1784	0	0	0	0	5.762	0	0	0	0	0	0	0
FBti0059846	H{}1785	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059847	INE-1{}1786	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059848	Stalker{}1787	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059849	H{}1788	0	0	0	0	0	0.871	0	0	0	0	0	0
FBti0059850	INE-1{}1789	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059851	H{}1790	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059852	Stalker2{}1791	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059853	INE-1{}1792	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059854	Stalker{}1793	0	0	0	0	3	0	0	0	0	0	0	0
FBti0059855	INE-1{}1794	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059856	Stalker{}1795	5.434	1.826	7.285	17.451	9.904	22.094	10.925	4.95	9.326	10.131	7.491	5.958
FBti0059857	INE-1{}1796	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059858	Rt1c{}1797	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059859	Stalker4{}1798	0	0	0	7	11	11	0	1	0	0	0	0
FBti0059860	Stalker4{}1799	0	2.744	1.537	1.413	0	2.914	2.569	3.806	0	4.649	4.862	2.92
FBti0059861	Stalker4{}1800	2	0	0	1	2	0	0	0	0	1	1	3
FBti0059862	BS3{}1801	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059863	HB{}1802	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059864	HB{}1803	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059865	1360{}1804	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059867	baggins{}1806	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059868	1360{}1807	0	1	0	0	0	0	0	0	0	2	0	0
FBti0059869	invader3{}1808	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059870	invader3{}1809	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059871	invader3{}1810	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059872	invader3{}1811	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059873	baggins{}1812	0	0	0	1	1	0	0	0	0	0	0	0
FBti0059875	1360{}1814	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059876	INE-1{}1815	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059877	INE-1{}1816	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059878	Idefix{}1817	2	1	4	7.618	4	4	0	0	1	5	1	3
FBti0059879	INE-1{}1818	0	5	2	1	1	5	3	1	6	2	1	0
FBti0059880	mariner2{}1819	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059881	invader3{}1820	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059882	mariner2{}1821	0	0	1	1	1	0	2	0	0	1	1	0
FBti0059883	invader3{}1822	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059884	Rt1c{}1823	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059885	GATE{}1824	175.979	95.988	166.409	252.139	211.906	338.878	165.103	224.3	252.25	230.273	141.53	158.373
FBti0059886	FB{}1825	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059887	FB{}1826	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059889	Max{}1828	0	0	0	1	0	2	0	0	0	1	2	0
FBti0059890	Max{}1829	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059891	INE-1{}1830	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059892	HB{}1831	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059893	gypsy12{}1832	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059894	gypsy12{}1833	1	0	0	1	0	2	0	0	0	0	0	0
FBti0059896	R1A1{}1835	0	0	0	0	0	0	0	0	0	0	1	0
FBti0059897	micropia{}1836	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059898	G3{}1837	0	0	0	0	0	1	0	0	0	0	0	0
FBti0059899	INE-1{}1838	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059900	diver2{}1839	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059901	INE-1{}1840	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059902	diver2{}1841	2	1	0	0	0	3	2	0	0	2	1	1
FBti0059903	INE-1{}1842	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059904	diver2{}1843	0	0	0.5	0.5	0	0	0	0.5	0	0.5	0	0
FBti0059906	gypsy8{}1845	0	0	0	1	0	1	0	0	0	0	1	0
FBti0059907	gtwin{}1846	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059908	gypsy8{}1847	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059914	INE-1{}1853	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059915	Rt1a{}1854	0	0	1.889	1	2	0	2	1	1	3	2	0
FBti0059916	Rt1a{}1855	0	1	1	0	0	1	1	3	2	1	1	0
FBti0059917	transib1{}1856	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059918	rooA{}1857	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059921	accord2{}1860	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059922	412{}1861	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059923	412{}1862	0	0	0	0	0	0	3	0	0	5.561	0	0
FBti0059924	Porto1{}1863	1	1	1	0	0	1	0	0	0	0	0	0
FBti0059925	INE-1{}1864	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059926	INE-1{}1865	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059927	gypsy10{}1866	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059928	gypsy3{}1867	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059929	gypsy3{}1868	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059930	gypsy3{}1869	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059931	3S18{}1870	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059932	gypsy5{}1871	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059933	gypsy5{}1872	0	1	0.99	0	0	0	0	0	0	0	0	0
FBti0059934	ZAM{}1873	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059936	HeT-A{}1875	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059938	gypsy{}1877	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059939	jockey{}1878	0	0	0	0	0.899	0	0	0	0	0	0	0
FBti0059940	X{}1879	0.998	5	0	0	0.996	0.631	1.588	1.029	1.941	0	0	1.794
FBti0059941	X{}1880	2	1	0	1	0	0	0	0	0	0	1	0
FBti0059942	INE-1{}1881	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059943	INE-1{}1882	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059944	INE-1{}1883	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059945	INE-1{}1884	0	0	0	0	0	1	0	0	0	0	0	0
FBti0059946	S2{}1885	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059947	1360{}1886	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059948	INE-1{}1887	0	0	0	0	1	0	0	0	0	0	0	0
FBti0059949	INE-1{}1888	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059950	INE-1{}1889	0	0	0	0	0	1	0	0	0	0	0	0
FBti0059951	INE-1{}1890	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059952	INE-1{}1891	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059953	INE-1{}1892	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059954	INE-1{}1893	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059955	INE-1{}1894	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059956	INE-1{}1895	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059957	INE-1{}1896	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059958	INE-1{}1897	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059959	INE-1{}1898	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059960	INE-1{}1899	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059961	INE-1{}1900	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059962	INE-1{}1901	0	0	0	1	0	0	0	0	0	0	0	0
FBti0059963	INE-1{}1902	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059964	INE-1{}1903	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059965	INE-1{}1904	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059966	INE-1{}1905	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059967	INE-1{}1906	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059968	INE-1{}1907	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059969	INE-1{}1908	0	0	0	0	0	0	1.029	0	0	0	1.994	0
FBti0059971	gypsy12{}1910	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059972	gypsy12{}1911	0	0	0	0	0	1	0	0	1	0	0	0
FBti0059973	gypsy12{}1912	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059975	17.6{}1914	3	0	0	0	0	0	0	2	0	0	0	1
FBti0059976	diver2{}1915	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059977	INE-1{}1916	0	0	0	2	0	0	1	1	1	0	0	0
FBti0059978	INE-1{}1917	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059980	INE-1{}1919	2.51	1.101	2.205	0	2.539	5.011	5.891	4.52	0	5.965	14.587	2.461
FBti0059981	INE-1{}1920	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059982	INE-1{}1921	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059983	297{}1922	1	0	0	1	0	0	0	0	0	0	0	0
FBti0059984	INE-1{}1923	1	0	0	1	0	0	0	1	0	1	0	0
FBti0059985	INE-1{}1924	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059986	1360{}1925	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059987	INE-1{}1926	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059988	INE-1{}1927	0	0	0	1	0	0	0	1	0	2	4	0
FBti0059990	INE-1{}1929	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059991	INE-1{}1930	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059992	gypsy4{}1931	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059993	G6{}1932	0	0	0	0	0	0	0	0	0	1	0	0
FBti0059994	Stalker2{}1933	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059995	gypsy8{}1934	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059996	INE-1{}1935	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059998	X{}1937	0	0	0	0	0	0	0	0	0	0	0	0
FBti0059999	INE-1{}1938	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060000	INE-1{}1939	3	2	3	3	3	2	2	1	5	1	3	1
FBti0060001	INE-1{}1940	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060002	INE-1{}1941	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060003	INE-1{}1942	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060004	INE-1{}1943	0	0	1	0	0	0	0	0	0	0	0	0
FBti0060005	INE-1{}1944	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060006	INE-1{}1945	0	0	0	0	0	0	0	0	0	0	0	0
FBti0060007	INE-1{}1946	0	1	0	1	1	0	1	3	0	1	1	0
FBti0060009	INE-1{}1948	0	0	0	0	0	0	0	0	0	0	0	0
